project_id,text
0145f63a-1db8-525e-abe1-0cfee7d24059,"Project: Supalai Park Srinakarin (condominium) | Location: Nong Bon, Prawet, Bangkok | Description: Supalai Park Srinakarin is a condo and apartment project located in Nong Bon, Bangkok and was completed in Jan 2009. It has 1415 units across 25 floors&nbsp;and was developed by Supalai Public Company Limited, who is also behind Supalai Elite Sukhumvit 39, Supalai Premier Taksin - Wongwianyai and Supalai Kram Khao Tao."
0148d5d8-f324-5311-b597-6e8acf8a8dfa,"Project: Baan Phrae Phrao (condominium) | Location: Maenam, Koh Samui, Surat Thani | Description: Baan Phrae Phrao is a condo and apartment project located in Maenam, Surat Thani and was completed in Jan 2012. It has 18 units across 3 floors"
014b18e7-0de4-5e9b-8ff6-2c5654e7277e,"Project: The Light House (condominium) | Location: Khlong Ton Sai, Khlong San, Bangkok | Description: The Light House is a condo and apartment project located in Khlong Ton Sai, Bangkok and was completed in Dec 2008. It has 297 units across 30 floors"
014e4eda-23d9-59cf-b17a-91692eabbd07,"Project: URBAN TARA Wongwan – Suksawat 70 (villa) | Location: Thung Khru, Thung Khru, Bangkok | Description: URBAN TARA Wongwan – Suksawat 70 is a house and villa project located in Thung Khru, Bangkok and was completed in Jan 2011. It has 128 units"
015419eb-7c3a-53b8-973e-b4d54357dc42,"Project: Jin Village (condominium) | Location: Nong Prue, Pattaya, Chon Buri | Description: Jin Village is a house and villa project located in Nong Prue, Pattaya It has 6 units"
01779887-29d3-5b35-949b-526c8d34a6d9,"Project: Bangkok Boulevard Ramintra - Watcharapol (villa) | Location: O Ngoen, Sai Mai, Bangkok | Description: Bangkok Boulevard Ramintra - Watcharapol is a house and villa project located in O Ngoen, Bangkok and was completed in Jan 2023. It has 234 units&nbsp;and was developed by SC ASSET Corporation Public Company Limited, who is also behind Reference Kaset District, Reference Ekkamai and COBE Ladprao - Sutthisan."
0188c976-2366-5d98-a02f-7355388efc31,"Project: The Zero Nai Yang (condominium) | Location: Sakhu, Thalang, Phuket | Description: The Zero Nai Yang is a condo and apartment project located in Sakhu, Phuket and it is scheduled for completion in Jun 2028. It has 150 units across 5 floors&nbsp;and was developed by Zero Developments Co., Ltd., who is also behind The Zero Bang Tao"
018ee11b-8f61-5ae5-ace5-a79b9cc0dbcb,"Project: Baan Samran (condominium) | Location: Nong Pla Lai, Pattaya, Chon Buri | Description: Baan Samran is a mixed-use project located in Nong Pla Lai, Pattaya and was completed in Oct 2005. It has 15 units"
0196a50e-5fa5-5a3c-a614-5ec715673954,"Project: iCondo Green Space Sukhumvit 77 Phase 1 (condominium) | Location: Lat Krabang, Lat Krabang, Bangkok | Description: iCondo Green Space Sukhumvit 77 Phase 1 is a condo and apartment project located in Lat Krabang, Bangkok and was completed in Oct 2019. It has 470 units across 8 floors&nbsp;and was developed by Estate Perfect, who is also behind The Villa Ramkhamhaeng - Suvarnabhumi"
01a39ad9-064f-5f10-b2ae-95b0bf98ef8f,"Project: H Living Space Rong Po-Sukhumvit (condominium) | Location: Takhian Tia, Pattaya, Chon Buri | Description: H Living Space Rong Po-Sukhumvit is a house and villa project located in Takhian Tia, Pattaya and was completed in Sep 2018. It has 215 units"
01b8dac7-d5d0-57b6-b332-07cdc3a6957c,"Project: Lumpini Ville Ratburana-Riverview (condominium) | Location: Bang Pakok, Rat Burana, Bangkok | Description: Lumpini Ville Ratburana-Riverview is a condo and apartment project located in Bang Pakok, Bangkok and was completed in Jan 2010. It has 1028 units across 29 floors"
01bd89cf-5d63-5e97-8cfe-d3c805fd0123,"Project: The Pixels Cape Panwa Condo (condominium) | Location: Wichit, Phuket Town, Phuket | Description: The Pixels Cape Panwa Condo is a condo and apartment project located in Wichit, Phuket and was completed in Mar 2015. It has 254 units across 4 floors"
01d370b4-74a1-5d93-aed4-52e3b772e262,"Project: The Private Residence Rajdamri (condominium) | Location: Lumphini, Pathum Wan, Bangkok | Description: The Private Residence Rajdamri is a condo and apartment project located in Lumphini, Bangkok and was completed in Dec 2018. It has 54 units across 8 floors&nbsp;and was developed by Grand Unity Development, who is also behind Blue Sukhumvit 89, Blue Phahonyothin 35 and Blue Sukhumvit 105."
01d5d361-f12f-5456-b3a0-77314de523ff,"Project: Sirinthara (villa) | Location: Rawai, Phuket Town, Phuket | Description: Sirinthara is a house and villa project located in Rawai, Phuket and was completed in Dec 2006. It has 5 units"
01de5fd4-9317-517b-955b-57435151e13f,"Project: Baan Thai Village 2 (villa) | Location: Hin Lek Fai, Hua Hin, Prachuap Khiri Khan | Description: Baan Thai Village 2 is a house and villa project located in Hin Lek Fai, Hua Hin and was completed in Jun 2008. It has 50 units"
01e658d3-5856-5878-9091-6f9a211cf668,"Project: The Cloud (condominium) | Location: Nong Prue, Pattaya, Chon Buri | Description: The Cloud is a condo and apartment project located in Nong Prue, Pattaya and was completed in Dec 2016. It has 161 units across 20 floors&nbsp;and was developed by Global Top Group, who is also behind Marina Golden Bay, Harmonia City Garden and Olympus City Garden ."
01e69c3f-5175-522f-b19d-4ddb9ee09811,"Project: Gusto Grand Ramkhamhaeng (villa) | Location: Saphan Sung, Saphan Sung, Bangkok | Description: Gusto Grand Ramkhamhaeng is a house and villa project located in Saphan Sung, Bangkok and was completed in Jun 2014. It has 181 units"
01e8382b-43b8-5ab8-837a-bd23309d8eaa,"Project: Chapter Charoennakorn-Riverside (condominium) | Location: Bang Lamphu Lang, Khlong San, Bangkok | Description: Chapter Charoennakorn-Riverside is a condo and apartment project located in Bang Lamphu Lang, Bangkok and was completed in Nov 2022. It has 669 units across 45 floors&nbsp;and was developed by Pruksa Real Estate, who is also behind Chapter Charoenkrung - Riverside, Chapter One More Kaset and Pruksa Ville @Work Ramintra Station."
01ea7398-ee6a-5b00-955b-e7d05230a490,"Project: The Grand Pinklao (villa) | Location: Sala Thammasop, Thawi Watthana, Bangkok | Description: The Grand Pinklao is a house and villa project located in Sala Thammasop, Bangkok and was completed in Dec 2016. It has 360 units&nbsp;and was developed by Golden Land, who is also behind Golden Neo2 Ramintra-Wongwaen, Golden Town Vibhavadi-Rangsit and Golden Town 2 Bangkhae."
01eba2d5-d789-53d3-ba5f-e93b0ccf083f,"Project: The Ozone Wealth Jomtien Pool Villa Pattaya (condominium) | Location: Nong Prue, Pattaya, Chon Buri | Description: The Ozone Wealth Jomtien Pool Villa Pattaya is a house and villa project located in Nong Prue, Pattaya It has 7 units&nbsp;and was developed by Theozonepoolvilla"
0205258b-1e4e-5350-9fef-2cb7e2ce92ef,"Project: Intira Villas 1 (villa) | Location: Rawai, Phuket Town, Phuket | Description: Intira Villas 1 is a house and villa project located in Rawai, Phuket and was completed in Dec 2012. It has 15 units&nbsp;and was developed by Intira Villas Company Limited., who is also behind Nga Chang by Intira Villas"
020a1cbc-7959-52ab-ba46-955dd0c3ae6f,"Project: Residence Park Chuan Chuen City (villa) | Location: Tha Raeng, Bang Khen, Bangkok | Description: Residence Park Chuan Chuen City is a house and villa project located in Tha Raeng, Bangkok It has 30 units"
021ea590-4929-50d1-97fc-e45531b44cf9,"Project: Voque Sukhumvit 31 (condominium) | Location: Khlong Toei Nuea, Watthana, Bangkok | Description: Voque Sukhumvit 31 is a condo and apartment project located in Khlong Toei Nuea, Bangkok and was completed in Jan 2012. It has 74 units across 8 floors"
021ee4d5-8505-55a3-813a-cb3e95757181,"Project: Chateau In Town Vibhavadi 10 (condominium) | Location: Din Daeng, Din Daeng, Bangkok | Description: Chateau In Town Vibhavadi 10 is a condo and apartment project located in Din Daeng, Bangkok and was completed in Dec 2014. It has 79 units across 8 floors&nbsp;and was developed by CMC Group, who is also behind The Clev Riverline Chaophraya - Wong Sawang, Chateau In Town Ratchayothin and Cybiq Ratchada 32."
02396f31-06ce-5416-8863-9df47a476922,"Project: Quad Silom (condominium) | Location: Si Lom, Bang Rak, Bangkok | Description: Quad Silom is a condo and apartment project located in Si Lom, Bangkok and was completed in Dec 2009. It has 41 units across 8 floors&nbsp;and was developed by Quad"
0243770b-1e7a-577e-afa8-51bf45e1aee1,"Project: The Bayview Condominium 2 (condominium) | Location: Nong Prue, Pattaya, Chon Buri | Description: The Bayview Condominium 2 is a condo and apartment project located in Nong Prue, Pattaya and was completed in Jun 2009. It has 33 units across 7 floors"
0250cd36-4990-5b0a-a730-18a83bd472c8,"Project: Oxygen Condominium Rawai (condominium) | Location: Rawai, Phuket Town, Phuket | Description: Oxygen Condominium Rawai is a mixed-use project located in Rawai, Phuket and was completed in Jan 2008. It has 26 units across 2 floors"
0254ba8c-741a-5714-93de-e7aeb3813f87,"Project: Mira Monte’ Hua Hin 94 (condominium) | Location: Hua Hin City, Hua Hin, Prachuap Khiri Khan | Description: Mira Monte’ Hua Hin 94 is a condo and apartment project located in Hua Hin City, Hua Hin and was completed in Dec 2024. It has 115 units across 8 floors&nbsp;and was developed by HUAHIN SUPSIRI PROPERTY CO.,LTD., who is also behind My Style Hua Hin 102, The 88 Condo Hua Hin and CASA Collina Hua Hin ."
0255728f-b26f-53af-ae41-732ab3a8d1ae,"Project: Levo Ladprao 18 Project 2 (condominium) | Location: Chomphon, Chatuchak, Bangkok | Description: Levo Ladprao 18 Project 2 is a condo and apartment project located in Chomphon, Bangkok and was completed in Feb 2013. It has 62 units across 8 floors"
037846aa-2596-558c-8f4d-df83efc3d79e,"Project: The Breeze Villas (villa) | Location: Choeng Thale, Thalang, Phuket | Description: The Breeze Villas is a house and villa project located in Choeng Thale, Phuket and was completed in Jan 2023. It has 10 units&nbsp;and was developed by THAMDEE 2020 CO., LTD."
026a9f02-c5cc-5835-81ca-bbc80559aaed,"Project: Baan Puri (condominium) | Location: Choeng Thale, Thalang, Phuket | Description: Baan Puri is a condo and apartment project located in Choeng Thale, Phuket and was completed in Oct 2005. It has 56 units across 4 floors&nbsp;and was developed by Baan Puri Apartments"
026b69dd-a870-5b1b-9b57-d59bb810b5e0,"Project: Chewathai Hallmark Charan 13 (condominium) | Location: Wat Tha Phra, Bangkok Yai, Bangkok | Description: Chewathai Hallmark Charan 13 is a condo and apartment project located in Wat Tha Phra, Bangkok and was completed in Dec 2019. It has 184 units across 8 floors&nbsp;and was developed by Chewathai, who is also behind  Chewathai Hallmark Ekkamai - Raminthra, Chewathai Hallmark Ladprao - Chokchai 4 Phase2 and Chewa Heart Sukhumvit 36."
02892631-f883-5887-83c5-777a90c9f150,"Project: Central Park 5 Village (condominium) | Location: Nong Prue, Pattaya, Chon Buri | Description: Central Park 5 Village is a house and villa project located in Nong Prue, Pattaya and was completed in Jun 2009. It has 45 units"
028a61e2-9f65-575e-8e6f-ec3a54e24ddf,"Project:  Uptown Sathupradit  (villa) | Location: Bang Khlo, Bang Kho Laem, Bangkok | Description: Uptown Sathupradit is a house and villa project located in Bang Khlo, Bangkok and was completed in Jan 2016. It has 22 units"
028c21ae-ee01-5fd2-b0bb-e00a755cb62d,"Project: Regent Home 2 (condominium) | Location: Anusawari, Bang Khen, Bangkok | Description: Regent Home 2 is a condo and apartment project located in Anusawari, Bangkok and was completed in Jan 2008. It has 657 units across 8 floors"
0298fa12-4340-540b-869b-e9ada6894701,"Project: Aura Condominium (condominium) | Location: Rawai, Phuket Town, Phuket | Description: Aura Condominium is a condo and apartment project located in Rawai, Phuket and it is scheduled for completion in Jun 2027. It has 241 units across 7 floors&nbsp;and was developed by The One Aura"
029ba7d0-cec9-508f-835b-cfe235680f50,"Project: Lumpini Condo Town Bangkhae (condominium) | Location: Bang Khae, Bang Khae, Bangkok | Description: Lumpini Condo Town Bangkhae is a condo and apartment project located in Bang Khae, Bangkok and was completed in Jan 2010. It has 791 units across 8 floors"
02a411f2-8ed3-59f2-8ebd-c8b10c8521fe,"Project: Lake Side Court 3 (condominium) | Location: Pong, Pattaya, Chon Buri | Description: Lake Side Court 3 is a house and villa project located in Pong, Pattaya and was completed in Jan 2015. It has 4 units"
02b416ae-41b5-5615-a795-869aa4f62976,"Project: The Clouds III Hua Hin (villa) | Location: Hin Lek Fai, Hua Hin, Prachuap Khiri Khan | Description: The Clouds III Hua Hin is a house and villa project located in Hin Lek Fai, Hua Hin It has 31 units&nbsp;and was developed by THE CLOUDS, who is also behind The Clouds II Hua Hin and The Clouds Hua Hin."
02bf97cf-405e-57d4-80e3-cf27d12738e1,"Project: J.W. Suite (condominium) | Location: Lat Phrao, Lat Phrao, Bangkok | Description: J.W. Suite is a condo and apartment project located in Lat Phrao, Bangkok and was completed in Jan 2004. It has 253 units across 5 floors&nbsp;and was developed by JW REAL ESTATE CO.,LTD., who is also behind JW Station@Ramintra and JW Condo at Donmuang."
02c0c346-b635-5cd3-8bf3-1fcdb6964997,"Project: Unio Ramkhamhaeng-Serithai (condominium) | Location: Khlong Kum, Bueng Kum, Bangkok | Description: Unio Ramkhamhaeng-Serithai is a condo and apartment project located in Khlong Kum, Bangkok and was completed in Nov 2018. It has 703 units across 8 floors&nbsp;and was developed by Ananda Development, who is also behind Anann Villas, Culture Thonglor and ANDA Ratchaphruek-Chaengwatthana."
02de3acb-7f46-5734-8442-366bc3332411,"Project: Neo City (villa) | Location: Si Kan, Don Mueang, Bangkok | Description: Neo City is a house and villa project located in Si Kan, Bangkok and was completed in Jan 2014. It has 30 units"
02e36737-37db-53cf-9b11-c06c848537de,"Project: La Royale Beach (condominium) | Location: Nong Prue, Pattaya, Chon Buri | Description: La Royale Beach is a condo and apartment project located in Nong Prue, Pattaya and was completed in Dec 2017. It has 165 units across 35 floors&nbsp;and was developed by Wise Power Land Co., Ltd"
02e8928a-8211-5019-9205-09109cd7a8be,"Project: Pruksa Ville Thalang-Thepkasattri (villa) | Location: Thep Krasattri, Thalang, Phuket | Description: Pruksa Ville Thalang-Thepkasattri is a house and villa project located in Thep Krasattri, Phuket It has 208 units&nbsp;and was developed by Pruksa Real Estate, who is also behind Chapter Charoenkrung - Riverside, Chapter One More Kaset and Pruksa Ville @Work Ramintra Station."
056906af-90e5-5201-b1bb-34d1954c5aef,"Project: Avadina Hills (villa) | Location: Choeng Thale, Thalang, Phuket | Description: Avadina Hills is a house and villa project located in Choeng Thale, Phuket and was completed in Jun 2020. It has 11 units&nbsp;and was developed by Minor International Pcl, who is also behind Kiara Reserve Residence and Layan Residences by Anantara."
02f33663-4346-53f6-aeec-9e33cea22a51,"Project: The Proud Residence (condominium) | Location: Karon, Phuket Town, Phuket | Description: The Proud Residence is a condo and apartment project located in Karon, Phuket and was completed in Mar 2024. It has 191 units across 12 floors&nbsp;and was developed by Art House Group, who is also behind Hennessy Villa, Hennessy Residence and Fifth Element."
0303ee75-ba91-57a8-adfd-4955b66bddcf,"Project: Villa Albero Rama 9 (villa) | Location: Saphan Sung, Saphan Sung, Bangkok | Description: Villa Albero Rama 9 is a house and villa project located in Saphan Sung, Bangkok and was completed in Jan 2018. It has 48 units"
0319e597-3af1-5019-a14c-077bf0adc814,"Project: The Ozone Oasis Condominium  (condominium) | Location: Choeng Thale, Thalang, Phuket | Description: The Ozone Oasis Condominium is a condo and apartment project located in Choeng Thale, Phuket and it is scheduled for completion in Mar 2026. It has 328 units across 8 floors&nbsp;and was developed by TION STAR GROUP CO., LTD, who is also behind The Ozone Signature Condominium, The Ozone Luxury Villas and The Ozone Condominium."
031bc54d-03f2-5ed4-ae7b-cddf8eff8b27,"Project: Chewathai Ratchaprarop (condominium) | Location: Makkasan, Ratchathewi, Bangkok | Description: Chewathai Ratchaprarop is a condo and apartment project located in Makkasan, Bangkok and was completed in Dec 2009. It has 329 units across 26 floors&nbsp;and was developed by Chewathai, who is also behind  Chewathai Hallmark Ekkamai - Raminthra, Chewathai Hallmark Ladprao - Chokchai 4 Phase2 and Chewa Heart Sukhumvit 36."
031d33c1-b7ea-5864-9438-c9a9eae7848b,"Project: Space Cherngtalay Condominium  (condominium) | Location: Choeng Thale, Thalang, Phuket | Description: Space Cherngtalay Condominium is a condo and apartment project located in Choeng Thale, Phuket and was completed in Jul 2025. It has 170 units across 8 floors&nbsp;and was developed by Arna Development, who is also behind Serrana Lakefront Pool Villas Phuket"
03362902-9a3c-5c55-aca0-876a9b56a6c7,"Project: Master View Executive Place (condominium) | Location: Bang Lamphu Lang, Khlong San, Bangkok | Description: Master View Executive Place is a condo and apartment project located in Bang Lamphu Lang, Bangkok and was completed in Dec 1995. It has 437 units across 40 floors"
0336e2c6-6b9c-5add-a730-b6e12b9b9420,"Project: Chrisma Condo Ramintra (condominium) | Location: Khan Na Yao, Khan Na Yao, Bangkok | Description: Chrisma Condo Ramintra is a condo and apartment project located in Khan Na Yao, Bangkok and was completed in Dec 2012. It has 215 units across 7 floors"
03425850-e7c1-56c0-930b-f5871381b511,"Project: Chapter Thonglor 25 (condominium) | Location: Khlong Tan Nuea, Watthana, Bangkok | Description: Chapter Thonglor 25 is a condo and apartment project located in Khlong Tan Nuea, Bangkok and was completed in Jul 2021. It has 288 units across 8 floors&nbsp;and was developed by Pruksa Real Estate, who is also behind Chapter Charoenkrung - Riverside, Chapter One More Kaset and Pruksa Ville @Work Ramintra Station."
0348fb24-a6dc-5dad-ad48-9f1e39b7330c,"Project: Rin House (condominium) | Location: Khlong Tan Nuea, Watthana, Bangkok | Description: Rin House is a condo and apartment project located in Khlong Tan Nuea, Bangkok and was completed in Dec 1996. It has 62 units across 8 floors"
03575094-cd6a-5e92-951b-7366c23cded1,"Project: Cosy Beach View (condominium) | Location: Nong Prue, Pattaya, Chon Buri | Description: Cosy Beach View is a condo and apartment project located in Nong Prue, Pattaya and was completed in Nov 2014. It has 297 units across 24 floors&nbsp;and was developed by Cosy Beach View, who is also behind Avenue Boutique Condominium and The View Cozy Beach Residence."
0358aa1d-499b-59b3-a7cf-14bb7e5378e2,"Project: Assagarn Place Ladprao 85 (condominium) | Location: Hua Mak, Bang Kapi, Bangkok | Description: Assagarn Place Ladprao 85 is a condo and apartment project located in Hua Mak, Bangkok and was completed in Jan 2010. It has 154 units across 8 floors&nbsp;and was developed by Asakan Co., Ltd., who is also behind The Rik by Asakan and Asakan Place Srinakarin."
035d5180-b1f7-561a-a8fc-cd46fb352636,"Project: Maprachan 1  (condominium) | Location: Pong, Pattaya, Chon Buri | Description: Maprachan 1 is a house and villa project located in Pong, Pattaya and was completed in Jul 2014. It has 1 units"
036874d5-8077-5351-9818-a80b31913784,"Project: Beat Bangwa Interchange (condominium) | Location: Bang Wa, Phasi Charoen, Bangkok | Description: Beat Bangwa Interchange is a condo and apartment project located in Bang Wa, Bangkok and was completed in Dec 2020. It has 402 units across 8 floors&nbsp;and was developed by Northland Development, who is also behind Beat Sukhumvit 93 and Pandara 2."
05fb0f0b-c19f-5bdc-bdaa-bf687c3102b3,"Project: Dusit Buri (villa) | Location: Ratsada, Phuket Town, Phuket | Description: Dusit Buri is a house and villa project located in Ratsada, Phuket and was completed in May 2011. It has 200 units"
03980530-0895-5700-832f-2136d4e49ef0,"Project: D Condo Kathu-Patong (condominium) | Location: Kathu, Kathu, Phuket | Description: D Condo Kathu-Patong is a condo and apartment project located in Kathu, Phuket and was completed in Dec 2013. It has 653 units across 8 floors&nbsp;and was developed by Sansiri, who is also behind Love Charoen Nakhon, XELF by Sansiri and Widen By Sansiri."
039aa40d-823a-5b83-81df-c4eaca2cd37d,"Project: Noble Recole (condominium) | Location: Khlong Toei Nuea, Watthana, Bangkok | Description: Noble Recole is a condo and apartment project located in Khlong Toei Nuea, Bangkok and was completed in Dec 2019. It has 288 units across 28 floors&nbsp;and was developed by Noble Development, who is also behind NUE Epic Asok-Rama9, Nue Evo Pattanakarn and The Embassy Wireless."
03a4128b-dee0-5caf-8e1c-a8708920d605,"Project: Iconature Ramintra 109 (villa) | Location: Min Buri, Min Buri, Bangkok | Description: Iconature Ramintra 109 is a house and villa project located in Min Buri, Bangkok and was completed in Jan 2015. It has 209 units"
